,Demand,Lost Load,Curtailment,Electric resistance consumption,RES production,BESS outflow,BESS inflow,Genset production,Diesel consumption,BESS state of charge
2017-01-07 00:00:00,34.831,0.0,0.00011997905348692939,9.438129663133227,0.0,2.422706271258939e-05,3.0779203192934684e-06,44.269228493044324,0.249939185258832,0.0001348299742905245
2017-01-07 00:01:00,52.355,0.0,0.00012070990128165704,24.333124257083725,0.0,2.3780086607519055e-05,3.551665844828242e-06,76.68822473856424,0.4329732652357963,0.00013446903443208575
2017-01-07 00:02:00,73.675,0.0,0.00012041930727946237,24.33312190543546,0.0,2.3519741142400113e-05,3.828706762947257e-06,98.00822263370836,0.5533436237223823,0.0001341170285849131
2017-01-07 00:03:00,83.1,0.0,0.00012029105228350545,30.503114966409843,0.0,2.3316832362797833e-05,4.043333807401332e-06,113.60321598396355,0.6413912374885025,0.0001337719808024286
2017-01-07 00:04:00,88.47,0.0,0.00012028414428755241,33.34111287699719,0.0,2.3145891305018096e-05,4.22330493780556e-06,121.81121423855511,0.6877326910487529,0.00013343278152876809
2017-01-07 00:05:00,91.985,0.0,0.00012011253204491368,18.447127426035145,0.0,2.3002711549361798e-05,4.374200805734585e-06,110.43222891005645,0.6234881939366331,0.00013309848336522096
2017-01-07 00:06:00,96.655,0.0,0.00012014347917954638,9.438122904967274,0.0,2.286777947170006e-05,4.515234236343829e-06,106.09322469590121,0.5989906543354856,0.00013276880539467027
2017-01-07 00:07:00,101.25,0.0,0.00012013652259668106,8.719119811540102,0.0,2.274336855704294e-05,4.644913886827208e-06,109.96922184960802,0.6208741071003163,0.000132443343398632
2017-01-07 00:08:00,104.07,0.0,0.00012008257417051027,6.45310598679764,0.0,2.262768164952144e-05,4.76515112206549e-06,110.52320820684128,0.6240018530196549,0.00013212181475368714
2017-01-07 00:09:00,107.93,0.0,0.00012015677265253544,8.550118667871532,0.0,2.2518679573198513e-05,4.878192755406732e-06,116.48022118415737,0.657634491780473,0.00013180398825173197
